内容,标签
"我们从6月21日到6月25日在亚太(二期)一共住了四个晚上,原本想在这个酒店住两天,再到亚龙湾住两天,但我老公觉得这样太累了,所以就没有定其他酒店,现在想想觉得有些后悔.首先,亚太国际会议中心的服务的确不错,差不多每天见到的服务员都能主动与客人打招呼,而且非常亲切(但除了三期中餐厅的收银员,态度较冷淡);宾馆大堂还是比较漂亮的,游泳池也很美,由于我事先再三要求住在五楼,而且一定要100%海景房,所以携程这点也尽量做到了(在此表示感谢),房间比较陈旧,连我不讲究的老公都觉得不太符合五星级的标准,但是厕所是兰色的主题,很干净,很大,我和我儿子都很喜欢.早上起床,我迫不及待地打开厚厚的窗帘,给我的第一感觉就是:美极了!棒极了!这家酒店的早饭一般般,由于我们连住了四天,每天吃的都差不多,品种看上去蛮多的,但味道实在不敢恭维,而且最要命的是除了房间,前台(有一个立式空调)以外,酒店的任何地方都没有空调(连吊扇也没有),我们早上每天都吃得大汗淋淋,热得实在是吃不消.但餐厅环境还是不错的.我们去了一次三期吃饭,感觉环境比二期要好,而且餐厅有中央空调(但那里似乎服务员都不怕热,即使有空调也不开).总的来讲:服务不错,环境不错,离大海沙滩很近,三亚是个很美的地方,我和儿子走的时候都有些依依不舍,但是由于三亚本身是个很热的地方,这个酒店没有空调,太热了,所以下次去的话除非冬季去会住在那里,其余季节不会再住这个酒店了(真是觉得很可惜)",1
这次买的是第二套，帮朋友买的，总的来说，觉得性价比很高，女儿２０个月，我是她１４个月时买的第一套，里面的好习惯基本都理会，书中的每个小动物她都很喜欢，所以她更愿意去模仿，后来又买了套＜阿波林小世界＞，只是她跟本就不喜欢后来者，本人也觉得后者<阿波林小世界>不及前者清晰，明白，小熊宝宝绘本更值得买和学习．如果家长想买两套的话，建议买小熊绘本．,2
回复 原来你暴露了你爸是李刚，可是你应该被判刑3年啊，在牢里面还能认春哥？还能评论微博？ 回复 你这个吃蒙牛吃成痴呆的盲流，哎。。。,0
钱德勒的书，本本都是真正的精品，给予任何高的评价也不为过。所谓真正的艺术，是存在的，比如这本书。文字上行云流水般，酣畅淋漓。情节上出神入化，丝毫不牵强造作。意境上松弛有度，回味悠长。这样的书，读来令人心旷神怡，不舍放下。比喻用的鬼斧神工，充满智慧。这就是艺术品。中国的作家/作品是属于农村的，钱德勒的小说是属于城市的 --- 这是王朔说的话。,2
书中很多方法其实说记住很难，但是真哪儿不舒服了，翻一翻就有收获。前两本都看过了，但是按摩经络经常偷懒，看这本书又能督促自己坚持按摩。总是有人说经络不能证明了，中医怎么怎么样了，以前经常会气愤，我现在觉得中医不单是一种医术，更是一种哲学，一种宗教，一种艺术，和西医是没有可比性的，信中医的人就是缘分，不信的人就当是他无缘罢了，没必要气愤。中医的魅力，值得用一生去享受。,1
就是：带的驱动无法在xp上安装，提示无法安装。 安装xp之后，无显卡，网卡等驱动，很不好。,0
经常收不到短信息,0
还可以，已经安装了，没用过，还在装修中，等到入住时试试。,2
没系统 对菜鸟来讲是种折磨 还不送XP驱动 官网上的声卡驱动不对  找了会才找到对的,0
现在大批机刷的是1.05X版本软件，只支持MMF和DM格式铃声，其他格式都不能设为铃声，浪费128和弦的效果；港版1.02X存在30秒断线问题、而1.05X又不支持MP3和AAC格式；903SH早就停产3个月以上了（甚至半年），现在很多是翻新机！,0
感觉这家酒店服务不好：1 我预订住了一天，第二天12：00之前退房，当我11点多出去吃饭，11：30回来时，可是进不了门了，明明还有半小时到时间却给我锁门了，真让人恼火！前台解释说是我房卡和手机放一起消磁了，明明我的手机在裤子口袋，房卡在上衣，前台还找这样的理由为自己开脱，真的很过分！2 我住的是一间豪华大床间，但是第二天早上很早对面就开始装修干嘛的，乱哄哄的，吵得我休息不好，既然知道第二天有装修，为什么前一天给我安排靠的这么近的房间？莫名其妙。3 说是三星级，可是感觉档次还是差的远，卫生间太简陋，毛巾浴巾都很陈旧，马桶基本上很难下水，睡衣很脏都不敢穿，而且还没有免费的刮胡刀。电视机一开始都打不开，让服务员弄了半天才好。我经常出差，住的宾馆很多，第一次碰到这样档次的酒店。我想以后再去呼市，不会再考虑住这一家了！,1
待机时间短！系统有问题，无故死机！无相关的软件下载！信息发送中突然没电的话，开机的时候一直死机！内屏进尘！,0
1.有点沉；2.驱动下载太麻烦，我是全部下了，1.5g，安装后硬件的小问号是没有了，但不知道是不是最新最匹配的，请教这个怎么确认？3.内存小了点，标配2g就好了，不用自己升级；4.据说芯片组不怎么样。,1
蒙牛是店大欺客 至少态度比蒙牛好～～后期赶紧整改！,0
总体外观还是不错的，就是底板是黑色的，与上盖的白色不是特别的配,2
简单，大方，在同类尺寸的款型的笔记本中不显厚重，轻薄感！很安静，几乎没有声音，音质不错屏幕不错，显的细腻可观。 感谢马连道提货点的工作人员（前台客服），服务态度超好，值得贵公司其他员工学习。,2
如果当初我勇敢，结局是不是不一样。如果当时你坚持，回忆会不会不这样。我年少的爱人啊，你在我身上刻下伤痕、刻下时光。在那些泪眼相望的夜，我依然记得，你便是爱情本身……年少时，以为爱能超越一切，那时不明白，世上另有一种力量，叫做命运……喜欢这几句。。。。。爱情就是那么无奈。。。。明明相爱却总不能在一起。。。。哎~~~书的情节好纠结啊~~结局还不错~~悲伤的结局才更难忘嘛。。。,2
总体来说，很喜欢索菲特，这一次本来不想住索菲特，因为藏独事件，但客人喜欢，总体感觉不错。,1
我猜最担心蒙牛。,0
房间虽小五脏具全，我们住的是海景房，需要另加400块，不住海景房在那儿住就没意义了。早上在中餐厅的早茶比较惬意可口。周边逛街比较方便。,2
只有1g内存，要是京东再送1g就更赞了。vista系统1g跑起来比较难忍。,0
"给朋友订的,原来计划2天,结果入住遭遇使得第二天改到凯悦了,1)送朋友入住,所有的车位都上锁,只好找别的收费的,其实在同一个院子里2)办理入住时竟说没查到有订房,不知是携程还是酒店的原因3)房间的床上竟然有一条很长的血迹,恶心4)所以要求换一个房间,被很不客气的告知只此一间,感觉给我房间是给我很大的恩惠和施舍了5)竟然没有热水洗澡,朋友强烈要求以后不要再订这家酒店了",0
身边很多朋友都看，说挺好看，挺有意思。买来看了几页，发觉不和我的口味。我不喜欢这种类型的讲历史的小说，太太太调侃了。,0
"看这本书是因为书名，起得太好了，道出了心声。恋爱吧，就像不曾受过伤害一样！MAYBE作者是白羊座，我都是，看这本书的时候真的好似自己就是这书的女主角一样,因为她们都有着白羊座的个性。书上的对话都好有意思，我好喜欢，尤其那句“放弃并不代表不爱，就是因为爱，才会给对方选择的机会。”如果那时我都能够明白就好了",2
"最近我和几个朋友自驾游去扬州,经朋友介绍住在新世纪,第一感觉停车场特别大,可以同时停放约300--400辆车.房间舒适度很好,隔音效果也不错,该酒店最近重新装修，整体感觉挺好,酒店的服务很到位,物有所值.晚上用餐正好赶上他们的美食节,听说每年都有几次,真的很不错!",2
订的商务大床房，整体还可以，里面设施虽简单但比较人性化；酒店服务人员态度很好，很热情，就是早餐不是很好吃的。,1
"这本书读完最大的感觉没有多少价值,已经有很多介绍这方面的书籍了,所以没有看完,只适合聊天的话题,确实不是很喜欢",0
"虽然写出了很多现代人的心声,但对我来说也只能是一本打发时间的书而已.",1
完美屏，第一次买NOTEBOOK，手神还不错嘛DDR3的条子，蓝牙，WIFI，你想得到的它帮你配齐,2
一、教育问题首先是观念问题，老人当然普遍存在观念落后的问题，而相当多的年轻父母也因旧式教育方式的薰染，观念仍旧不够先进。二、在掌握比较先进的观念后，重要的是看父母怎样掌握尺度，这是因人而异的，因孩子而异，因大人而异，强求不来的。三、最后，也是最重要的一点，那就是坚持把先进的观念始终运用在教育过程中，这是具有共性的。,2
很好，这次入住酒店帮我免费升级为商务间，说是给携程的年终优惠，意外地满意。宾馆反馈 2008年1月16日 ： 感谢您对大连银帆宾馆的满意和支持！商务间是比基础房型豪华间高两个级别的全新房型，目前推出年终回馈498元商务间升级活动，希望大家更喜欢我们的新房间、新银帆！ 银帆宾馆欢迎您！,2
"显卡是9300的，浪费那么大显存，装XP系统费了一些劲，要在BIOS里改一下硬盘，改成IDE,",0
从哈利波特以后，我一直都以为没有比哈利更能吸引我的文字了。在接触到了梅尔的暮光系列以后，我就开始迷上了这个神奇的世界，吸血鬼和人类的爱情故事总是经久不衰的，而暮光给我的是感动，看的时候不觉得，但仔细回味却有一种深刻的感受。刚刚收到书的时候会觉得，怎么会这么厚，什么时候才能把它看完呢？但是当我真的被这个故事吸引的时候却会觉得和暮光在一起的时光是很快就流逝的，真的很棒~,1
嘻嘻，书还没到我就给写了评，不过我告诉大家个小秘密，我没看结局！,2
3999自提的，超高性价比，用着相当不错。还有点当年IBM的感觉。运行稳定 质量有保证 散热也很到位,2
买这套书最大的原因就是看了很多评论对这套书的评价很高，买回来后发现很失望。首先是印刷质量，好多评论上都觉得非常精美，个人觉得在幼儿书籍中应该属于比较粗糙了。其次是看书的内容，大部分都过时，和现在的社会差别还是比较大。最后，还是说故事情节，毕竟是老外写的，很多情节与国情相去甚远，读给小孩听不知道会不会给她以后带来影响。,0
无论是完美的钻五白彦，还是傻丫头宁默，无不在困在过往的感情中，停留在自己孤独但安全的感情世界里。两人都在寻找一种安全的感情方式，虽然彼此吸引，但都害怕再次受伤，再次失去。两人一直保持这适当的距离，暧昧的态度，非常符合现代男女的心态，所以，个人认为，保持暧昧的态度有理，暧昧是一种安全的感情方式。事实证明，距离和暧昧并不会阻碍两人的感情发展，真诚的心，最后还是收获爱。,1
一本一本慢慢的看，原以来书的封面有问题而已，最后发现书内容装订都有问题。希望以后不要收到类似这样的书了，害得我都不想在这儿购买，唉！刚刚又订了一些书，希望不要再会出现这些问题。。,0
服务态度很好不过似乎水平比不上态度，checkin&out永远是大家抱怨的焦点。据说总部规定要客人自己填写资料了，可以理解，不过厕所不放手纸不知是不是也是公司规定？很狼狈，赫赫。有点怀疑是不是每个角落都打扫了？不然怎么会忘了放厕纸？ 不过干净、卫生一如既往，真的不错，不过希望强化细节。,2
很清晰，不像有些人说的是盗版，我很喜欢!配套的听力材料是网上下载的，内容很丰富，场景包罗万象，有不同英语人士的语音语调，让我觉得有兴趣去听。对于英语学习者来说，此书的的口音听力材料可以帮助你熟悉。书是所有录音的文字材料，放在手边可供查阅。虽然历经这么多年，听力材料我认为不过时，需要的事是坚持不懈的听！,2
"我买了两个月,就不能听电话了,我都不知道怎么回事情啊!!!",0
定单上显示已经给我发了这本书，但在送书的时候发现并没有送来，请问怎么回事？我真的很想要这本书，为什么不送了,1
"我11月9日下的订单,可到现在了还是杳无音信，还有首页不是打出６．８折封顶的宣传吗，但实际却有超过６．８折的东西在销售，电话咨询回答只能以购物车的价格为准，当当的服务真的要改善一下，不要以为做大了就不思进取了．",1
可以肯定作者读过一些历史资料更加确定作者文学功底稍显不足此书读来没有历史的明鉴更没有文学的优美所以我问自己读来何用岂不是浪费自己的时间我个人比较偏好易中天的<品三国>所以对于这本书的类型不是很喜欢,0
是不是这本书在当当网卖的好了，就调高价格了呢？原来不是16元吗？怎么突然酒涨价了？大家都不要买了，等调价了在买吧！我已经买过这本书了，内容也很一般了，23.8元，不值！,0
性价比是非常高的！附赠的原装包也很好，我是自提的，以前去过一次（上海张扬路那个点），跟上次相比有改进的地方是：提供了供顾客DIY的座椅，有无线网络接入服务，不错,2
原装电池被更换，现在的电池接触不好，充满后待机时间是才两个多小时，Dell的工程师核实此款机器的电池是冒牌货,0
是我家住过的最差的酒店！居然还是携程的推荐！理由：工作人员素质差。房间设备质量差。早餐环境像闹市。因为是自驾游，考虑到停车方便，选择了离市区较远的凯悦。下午五点到的宾馆，由于携程网页上提供的信息有误，前台既没有解决问题的诚意（前台经理居然在途中人间蒸发，不见踪影），又不肯主动和携程取得联系。只能由我们自己联系携程。而携程工作人员什么要去调查啦、需要时间协调啦等等，结果到我们妥协（还是没能入住预定的房间）已经是晚上七点半。因为我们实在是又冷又饿，没有精力坚持下去了。大堂居然没有空调，在春节的寒冬里真是考验毅力的：（一般我家都是在宾馆用晚餐，考虑到刚才受到的待遇，决定出去吃。周围一无所有，还好隔壁就有迪欧咖啡，这顿晚餐还是不错。回到房间晚上九点，刚打算洗澡，发现淋浴的水龙头是坏的，一打开，水流会有上下左右n个方向，往上的水流打到吊顶上，再从吊顶反射回来，越过玻璃隔层，弄得卫生间一塌糊涂。打电话保修，隔了很久再来，来了后，一会儿说没有替换零件，一会儿说修不好，我们一度要求换房（已经将近11点），但酒店方强调只能提供低一档次的房间。到了11点半总算修好，打电话要求客房清扫（修理工说不能直接通知客房部，因为不是一个部门。），客房部说中班人员已经下班，要打扫只能到明天早上！打电话到大堂经理投诉（宾馆指南里写明24小时值班），被告知大堂经理下班了。再打电话到前台，好话坏话说尽，总算来了位小姐，马马虎虎弄了一下。因为带个孩子，要求加床，没有！那么要求加一床被子，也没有！这是什么地方呀。洗好睡下，已经是第二天的凌晨了。：（ 那个累呀，无法形容。早餐说明是到早上九点。八点半下去吃饭，“强”就一个字！整个大厅人头济济，乱哄哄的像闹市。这个盆子空的，那个盆子仅剩下铺垫的菜叶，每个人都在争先恐后地拿着仅有的一些食品，地上脏乱不堪。杯子、小碗已经没有，抢着那几个一次性纸杯。 六个小窝窝头，刮的最后一点点粥，三个茶叶蛋，三段玉米棒，这就是我家大年初四早餐的全部。checkout时，虽然昨天的几位前台，包括那位经理都在，没有一个人向我们表示一下慰问，哪怕是礼仪上的一个招呼。宾馆反馈 2008年4月9日 ： 尊敬的客户，针对您的入住当天出现的问题所产生的投诉，本酒店虽高度重视而且采取了最大限度的弥补也未能平复您的不满，酒店方再次向您表示歉意，春节期间客情虽然异常繁忙，但满足于每一位顾客的需求是我们的职责所在，事后酒店针对您的投诉对相关责任人进行了行政处理，非常感谢您对我们提出的宝贵意见，这也成为我们日后管理中典型的案例来促使我们的服务更趋完善，酒店方也殷切期盼您的再次光临，让您感受到我们的服务，体现出您的尊贵。,1
7/22-7/24入住的，房间还不错，能看到整个海景，酒店的服务也不错。不过还是有些小瑕疵，浴缸里上批住客的头发没有清理干净，导致放水的时候，头发都漂浮上来，很恶心。还有就是酒店的餐饮实在是没有达到4星的标准，吃的东西选择很少，晚上去吃的自助餐东西也很少。还没有上海一般的自助餐的一半吧。,2
绝对是指纹收集器，太容易留下指纹了，另外如果想增加内存，其实，很难！,0
订的一般标准间￥228的，在前台等了十来分钟开好了房间，刚进了房间就被告知开错了，说开成了￥228的（其实就比￥228的多两瓶水，两小袋饼干），紧接着就被服务员赶（是赶，没错）出了房间，问新开的房间呢，服务员一脸的不快，说在开等会送来，又过了十来分钟服务员才又拿了房卡，房间设施吧感觉一般，达不到三星的标准吧，不及我在观音桥住得一些商务酒店，价格还能便宜一些。,0
以前对和春有着很好的感觉，亲自入住后比较失望……房间很旧了，一切都很旧而显得有些脏，还有些味道儿，给携程的价格也太贵了，不值！今后考虑新开的两家什么星河假日，还有百汇或者新国际假日酒店。,0
这个宾馆的接待人员没有丝毫的职业道德可言。我以前定过几次这个宾馆，通常情况下因为入住客人少，因此未发生与他们的冲突，此于他们说要接待一个团，为了腾房，就要强迫已入住的客人退房，而且态度恶劣，言语嚣张，还采用欺骗手段说有其他的房间，先引诱客人退房。然后再说没有空房。这样的欺骗行为，造成了我没能及时定到其他酒店的房间！！！差就一个字！！差，太差！极其差！,0
本人5月3日入住。设施太陈旧，一股霉味，住店还收停车费，强烈不推荐。另外，协程给出的地址有误，是浔阳路，不是浔阳东路。,0
切糕坑钱，蒙牛坑命！ 切糕至少没下毒! 蒙牛确实比切糕还坑爹蒙牛这些傻逼是不是以为切糕很高级呀,0
东西还未安装，等装好了再来评价,2
书一到，即被朋友借走，我是早已看过了的，买它，是因为张爱玲。看过张子静的《我的姊姊张爱玲》，可以看出，张对自己的弟弟也是不甚热情，这是她的性格。但是有一次张子静去找她，那天张爱玲却是很开心的样子。后来张子静推算，彼时张爱玲正与胡兰成相恋。很多人不耻于胡兰成的用情不专，我当然也很反感，但我也想说，胡兰成是给过张爱的欢喜的。张是怎样聪明的女子，若不是爱，她也不会那么痴。属于他们的爱情，让他们自己品尝与承担。胡的文字，确实是不错的，有一种儒雅在里面。不知道是不是那份淡淡的气氛，曾经让张心动——“岁月静好，现世安稳”。,1
“山月不知心里事，水风空落眼前花。”宋代，美丽与哀愁并生，那段风雨颠簸的历史，留在了此人独特的感受里，被时光打磨得鲜亮。那些旧事，是历史，是词史，更是心史，它轻巧的触动你的心房，带你走进一场真实的穿越。张溪琳是个敏感的人，不知为什么，一首首宋词被他解读的如此完美，软软的文字，清丽的词句，将宋词演绎成一个个故事，透过尘封的历史，朦胧的月色，向你娓娓道来。,2
整体感觉还不错，去商业街也比较方便。早餐总类还算丰富，就是煎鸡蛋的服务生态度还需改进，让他煎个鸡蛋也不应一声。,2
蒙牛的好吃！我老吃橙子味的~,2
我怎么看着这喝奶的孩子心里一惊呢，感觉像在喝有害液体蒙牛伤不起,0
"微软的WinMobile平台加上CDMA的高速率，的确是移动办公的极品配置！我出差现在可以不带笔记本电脑了!E-mail, Word文件, 电子表, 发现场照片回北京,上网查找等等，一部CU928全搞定!",2
不知道是不是所有清华出的书都这么有用，精辟。这本书所讲的仿真主要是基于ORCAD为基础的电力电子仿真，在软件方面没有冗余的介绍，如果不熟悉这个软件的朋友，还是建议先进行ORCAD的学习，然后在去这本书。而具体涉及到仿真时，算法涉及的比较多，而对于各种算法都有比较，值得借鉴，如果对于建模一塌糊涂的话，建议还是好好看看这本书，书上提到了很多关于建模方面的例子，对我很有启发。,2
有点厚了，屏幕8.9，但是模具用的感觉就是10寸本的，落差使得屏幕显得更小。加上塑胶感很强的外壳，感觉有点像玩具了。其实模具和主板进一步缩小的话，可以上一个档次，价格当然也可以提升点。,1
机身残留塑料感！做工也不够精细！动画菜单新鲜有创意，但操作麻烦！铃声音量偏小，在热闹的环境不易听到来电铃声！屏幕在强光下，文字显示得不太清楚！拍照效果说不上很清晰！拍照功能简单！无自拍镜！内置无相片处理软件，无法DIY照片！不支持JAVA！无蓝牙和红外功能！下载不方便！,1
震动不知道怎么就坏了，还有屏幕也黑了，还好能听见声音和打出电话。但是和盲人没有什么区别，要凭感觉摁数字，因为看不见来电，只管接。哭啊。,1
先說說書的品質吧，沒有什麽可以挑剔的地方，挺好的，裏面正文的排版也讓人看得很舒服；現在說說裏面的東西，感覺張小嫻的洞察力很強，很多的情感問題生活問題都能說得簡單有透徹，每次看了裏面的文字后都一種恍然大悟的感覺！不錯不錯~~~我覺得裏面關於一些心理方面的成份蠻大的~就是分析雙方的心理需求或者什麽的，通過這樣的方式讓讀者折服。,2
"帮朋友买的书,货都没送过来,发什么评论哦!!!",0
怎么读《论语》，是于丹自己的事；这么读《论语》，是中国历史的过错；这样说《论语》，就是于丹的罪恶了。,0
誓死不买蒙牛和伊利的任何产品，搞垮他们！,0
"我是先看到朋友那借到这本书，认真研究过,发现好,才有购买的欲望,也发现有很多不同的版本的，所以我上网寻找到自己要购买的版本和我朋友的书一模一样时，就在书旁选择了你的书,即使价格方面比别人贵（你是18元，不同版的一般是16.5元,16.3元,15.9元都有）我也愿意买,谁知收到货打开时,还时钻石版,为什么不是与你挂在网上那个普通版一样的呢,真有点被欺骗的感觉,我想换行吗?你给个联系方式吗?我们能否沟通呢?",0
"酒店位置出行比较方便.中西早餐很丰盛,但收市时间9:30早了一点.豪华单间的房间还算不错,空间和设施摆设也合理.但房间部分设施稍显陈旧.补充点评 2008年2月29日 ： 补充一下,在房间内提供的网络连接线如同摆设,很短,根本用不上.由于我入往时间太晚,不想打扰服务员过来更换,只有搬出了自己出差常备的网络连接线使用了.",1
"和其他netbook比起来, 这款机器还是有点贵的. 另外大陆始终没有引进高分屏的版本, 很遗憾. 升级内存需要拆键盘, 对一般用户可能会是个问题.",0
1、65536万色高画质彩屏，不过屏幕颗粒感较强的缺点还是未有改善，而且由于分辨率的限制，手机九宫菜单上的图标也相对显得较为粗糙，文本显示方面也没有达到理想的效果，在某些笔画上可以见到明显的断笔现象。 2、短信功能完备，手机可以完美地支持SMS、EMS和多媒体信息功能，另外还支持700K彩信储存空间和300条文本信息机存空间，这样的容量即使是应付疯狂的拇指族也绰绰有余。 3、支持JAVA，但1MB的动态内存空间对于游戏的储存来讲似乎有点不够，而且手机只支持Java MIDP 1.0版本，所以有部分的JAVA游戏是不能在A500上运行。 4、支持红外线。 ,1
4999入的，打游戏基本上xb360或台式机上，所以有没有独显影响不大。,2
继承了NOKIA系列操作方便的优点，铃音的音色也不错,2
喜欢你没道理。就是喜欢喜欢和你在一起。蒙牛伊利雪糕 .,2
"不管你是企业领导者,还是行业分析家,还是战略制定者,波特的竞争三部曲都可以说是必读之经典,可以让人对于分析行业结构,有着全新的方法,从来可以制定适合自己的战略,如果你打算自己做生意或正在做生意,这本书会让你的思路大开,对于你从事的行业,会有全新认识,你会发现有新的角度来认识自己!管理,营销,分析企业,战略制定,招商择业,必读竞争战略的基础是,?五力模型?分析,所有的战略都是围绕五力模型展开!",2
这是一套非常红火，非常受孩子们喜欢的书，因同名的电视剧和电影的播出，书也变得非常热，孩子一直是非常喜欢。从贴纸到书，到电视剧甚至是毛绒玩具都要占为己有才安心。确实这书也是画面精美，图案逼真，对话风趣幽默，别具特色，有时候我自己闲来也会翻看一下，给自己一点轻松。唯一的缺点也是太长了，等待也是很痛苦的一件事情哦~~,2
1，待机时间超短，充电一晚上，可以用一个白天，周而复始。2，左右上下按钮坏掉，只可往下按，为查一个信息运动量不少。3，随机就配一块电池，还得随机充电，不方便。4，照片分辨率低。....太多了说不清了。,0
书今天朋友已经收到了。我没有看到书的质地。但我相信它会和我手中的这本书一样温馨美好。一样厚重踏实。对于整个购书过程我很满意。谢谢当当网谢谢有《小王子》陪伴的岁月和七月的别离虽还会很长久因手持着同样的一本《小王子》内心可以感到足够的温馨和美好七月一切安好盛世太平,1
蒙牛的这个牛奶名字很牛逼啊。,2
说实话，之前不知道有这样一本教育方面的圣书，是我弟弟告诉我的，他说这是一本非常适合我的书，应该好好去读读，对以后如何教育孩子有帮助。弟弟说的是对的，我相信他，于是第二天就买了，过了四天书就到了。书到手后，仔细读了几页，书中讲的关于教育孩子的方式方法很值得去学习。天才不是天生的，但天才是可以培养的。我相信这句话，相信这本书能给我带来极大的帮助。,1
已经使用了两天了，还没有发现什么问题，这款机器性价比还是蛮高的。,2
"书不怎样,价格又贵,有上当的感觉,特别是纸张太差了,我朋友都怀疑是盗版的.下次网购之前到书城先看看.",0
大堂门口外管理停车的保安不尊重客人，一辆市府领导的车停在对面，那一长条的车位就不准停车。更重要的事出言不逊，“这地方是你社会车辆能停的吗？”真让我在美国同事（懂汉语）面前觉得丢中国人的脸！,2
其实，女人啊，到底为什么而嫁？爱情？金钱？结婚？为爱情，这个理由连我自己也说服不了自己，年纪越大，越不相信。为金钱，哪有那么多有钱人啊，再说了，别人不一定瞧得上你。为结婚，周围的人都结婚了，就剩自己一个人了，必然得结婚了，这就是社会性。我觉得那个女主角真的很勇敢。因为她遇见了陈明然，而不是安嘉和。,2
5月8日付款成功，当当网显示5月10日发货，可是至今还没看到货物，也没收到任何通知，简不知怎么说好！！！,0
内存太小了点，vista肯定跑不动 需要加内存。改成XP后内存基本够用，可等内存价格回落后再购买。 外壳是镜面的，但是好看不好用，容易变成指纹收集器 显示屏也是镜面的，觉得对眼睛不好,1
当初就是因为儿子喜欢汽车，加上这本书好评如潮，所以才决定买的。可是买来一个月了，他只翻了一次，就再也不肯看了。我本来以为这套书算是白买了，可最近儿子突然迷上了它，每天都要看两三遍，中午睡觉前和晚上睡觉前，都要看上一小会儿，成了必修课了。当然最爱看的就是《轱辘轱辘转》，他已经不满足我的讲述了，自己一边看着一边用小手指指点点地，一边说着“撞车了”，“轮子破了”，?大嘴巴垃圾车?......等等，那小模样可认真了。这套书成了我们家的图书宝贝。上次只评了两颗星，没办法改了，只好在这里给它一个大大的五星吧！另外我个人建议一下：有小男孩的家庭，年龄在2岁以上，就可以买给孩子看了，尤其是喜欢汽车的男孩子，买它就对了。,0
"才读完第一章就爱不释手,里面描写着许多现象中抽离出来的道理,通过举例子使书更加通俗易懂,虽然如此,此书却一点也不俗,但凡生活在世上的人总会亲身经历过书上所提到的事之一二.看了这本书,引发我更多地思考何为人生?以前曾遇过的十分不公平的事突然领悟了个中道理,也明白了事态为什么会那样的发展.一下子,懂得了很多,也看透了很多.",1
按键做的挺好，很大，充分利用了空间，用着挺不错,2
纵观整部书（上下两册）  从文字，到结构，人物，情节 没有一个地方是可取的虽然有过从业经验 但并不是有过类似的经历就可以写书的文字的东西  需要表达  需要雕琢很失望的一本书,1
用了快半年了，目前一切正常，呵呵，赞一下，国产机能有这样的表现算不错了,2
只能说不是我想要的内容，应该是不适合我吧，不是很喜欢，只看了几页，就放到一边了,0
1！说明书真的很差！！根本没有有用的信息嘛！到头来什么都要靠我们自己来摸索，多向三星，NOKIA什么的学学嘛，照葫芦画瓢也行啊。2！短信铃声只有一种啊！真的是不能容忍的缺陷啊，难道韩国人不发短信吗？3！电池很奇怪，有时候可以用很久有时候很短，而且一旦显示没电了，她会毫不犹豫，马上关机，一点“挣扎”的时间也不给，想当年我用三星显示没电的时候，可以挣扎很久的哦！3’补充一下关机的问题，关机状态下，闹钟就没有用了，而且没有自动开关机，睡着的时候她如果没有电了关机了，第二天不就没有闹钟醒不来了吗？所以我不放心啊，还要在收音机上再订个闹钟。4，有很多缺点我就不重复了，摄像头问题真不小，真的怀疑她真的是6万5千色的显示屏和30万像素的摄像头吗？怎么看都不象，而且连基本的夜拍功能都没有，有没有摄像头都一样，因为我都不想用了。,0
因为介绍而感兴趣的书，题材也很喜欢——命案加悬疑加推理，赞！看后很有挫败感阿，我果然离天才有很大一段差距~~~~为了知道来龙去脉发狠把半本一口气看完，直到最后十几页真相才慢慢却强烈地剥落！作者的文笔很简练，没有多余的文墨卖弄，每一个字都是成为故事情节不可或缺的构架~~~完全没有煽情的意图，却能在末尾赚人热泪~~~我开始不禁要想，为了所爱的人，我可以以及愿意牺牲什么呢？,2
哎呦，中国男篮是蒙牛全力亲情支持赞助的,2
"客观来说,只是自身的一点经验加上收集的功夫堆积出来的.专业性和系统性不够,里面的所谓经验方法还需要进一步考证.",0
儿子先是读了《三国演义》和《西游记》，而后央求我给他买全套，正好到了六一，作为礼物送他，儿子爱不释手的。拼音版，适合低年级小学生阅读，可以让小孩子对古典文学有所了解。有了喜欢的书，儿子都不太看电视啦，还老考我，书里都有哪些人物讲了什么故事，等等。我也买了好多书，每晚和儿子一起阅读，享受当当带来的阅读的快乐，真的很好……物有所值呢。,2
关于内容的评论就不多说咯，我还没读呢，不过不好看当然也不会买啦~想说说的是书的质量，因为每次在当当买书我都很想得到有关书本身的消息，而是貌似很少人写~我在广州，前天买的书，今天中午送货上门的。书的质量很好，绝对是正版。封面简洁很美丽，可惜的是有个角有点折了，很痛心……有书签，两张豆瓣的书签，和四张小小的草纸书签，是我喜欢的质地。就这样吧，读完了再写完整的书评,2
"1是性价比高2是功能在同类产品中比较全3是好大的屏幕啊4是一键通是阿尔卡特传统风格继承和发展很好用5是好可爱的外表6是功能全,能上网7能经摔",2
奇怪。。这款真奇怪。。明明装箱清单里有鼠标。抹镜布，打开箱子却没有。。。奇怪啊。应该说不会出现这类问题啊,0
听说这本书写的很好，拿到之后，简单翻了一下目录，就发现了平时的饮食习惯真的是有点问题，里面所讲的生活饮食点滴，照做之后，这两周果然比之前的气色都好多了，父母还做了固元膏，现在坚持每天食用，食疗是最好的保健治病的方法，我也在给朋友推荐很多饮食注意的问题。哈哈，大家还觉得我懂的多，其实都是这本书上学来的。想不生病，就看看这本书吧。真的很不错！,2
抵制蒙牛,0
珍爱生命远离蒙牛,0
