标签,内容
1,房间奇型怪状，环境一般，厕所超大，床超小，价格较高，送餐居然还要收服务费，要不是如家客满，我才不会去住。
1,此酒店硬件设施非常差，比如：房间是KTV包房改的，被子很薄，早餐在简陋的包房里就餐（早餐太简单），服务员叼着烟往餐厅里送早餐，大堂只有一个男女公用的卫生间，里面还放着两辆自行车，等我到了酒店服务员还找不到我的订单等等。所有这些都是客观事实，并非我捏造。
1,"同志们,买这款手机时一定要慎重,我元旦在公主坟中复电讯刚买一部,昨日系统就出故障了.另外该手机闹钟闹铃时你不关闭,它一直持续响铃.由于使用时间短,其他缺点还没发现."
1,此书一般．没有什么意思．书名部分的内容很少一点．其他都是零散的其他内容．
0,买电脑加元还送条1G的内存，不错，挺便宜的 带摄像头和蓝牙，非常实用
1,"儿子现在两周九个月了,平时就有玩?下蛋游戏?,这回拿到的书,不仅看到?下蛋游戏?,还有?钓鱼游戏?等等,每天一看到我就抓我说,妈妈,我们一起到外面钓鱼去吧~要不,?妈妈,我下了个很大的蛋哦,我有个大屁股,哈哈,给你吃,我狂晕~?不过从内心上非常感动,儿子,自己懂得自娱自乐了,有时还会带领他的小伙伴们做游戏,当然,他就是老大,嘻!"
0,蒙牛Yoyi C芦荟味的 很喜欢 我在#第6田园# http:t.cn/zllhf3B
0,"呵呵,摄像,照相,还有词典~~等等.还可以当播放器用而且,容量还挺大的!声音也不错"
0,1.显示效果方面：屏幕色彩显示艳丽，色彩的过渡自然真实，色彩层次感表现的很好，就是在户外光线比较强烈的环境下屏幕也挺清晰细腻。2.特色方面：TTS功能的运用，当按下N940的侧键时，就可以享受到使用语音对短信息等文字项目进行人声阅读，其阅读效果也十分出色此点可谓方便之极。3.操作速度比较理想。
1,手机坏了没地方去修理
0,回复 蒙牛客服对意见反馈及时，值得肯定。期待如你们所言，蒙牛成为中国最安全乳制品。
1,1.缺乏对外传输手段，内存较小；2.外观设计不够时尚；3.手机反应较缓慢。
0,经常入住的酒店，服务和设施都很理想，还会再去
0,外观还算不错，发热没有想象的那么厉害，加内存条也还是比较方便的
0,房间还可以，还有我去的时候大堂摆了一个楼盘的销售模型，感觉有点不适合。
0,贵宾楼标间装修不错，能达到三星级标准。服务也很好，晚上很安静。就是在住了两晚后第三天结账的时候网络不通，不能用信用卡，当时很是郁闷，由于没有带太多现金，还去银行去取钱来交房费。宾馆反馈 2008年7月30日 ： 尊敬的客户：您好！感谢您对金城大酒店的支持!酒店的网络不通给您带来的不便，我们向您表示歉意！有关问题已向相关部门反映！欢迎您再次入住我酒店！
0,标准间环境不怎么的，楼层低、有蚊子。商务间还可以，大床房1
0,内置数码相机、双彩屏、菜单人性化、体积小巧。
0,就算是在上海也是非常好的酒店哦，虽然价格高，不过个人感觉对得起这个价格，这次非常遗憾，来黄山什么都没有看到，下次肯定会再来，而且下次肯定也是住北海啦！！！！
1,"除了有某点理念是蛮好的之外,其它的内容都很空洞,没有多大的意义."
0,机身较长，看上去很漂亮；而且份量不重，拿在手里感觉很舒服。短信可以存200条；电话薄也有近200条；都够用了。通话质量和信号都可以。
1,性能一般
0,"我住的158的房,觉得还可以,房间正对酒店大门口的马路,隔音还可以,不吵.卫生间也不是太少,就是设计不太合理,洗澡的龙头力道太大,水打在身上都疼.综合来说还可以."
0,小巧轻便，价格实惠，送的包挺漂亮，内存跟原状内存是同一颗粒，加上后速度很快
1,手机基本没用，键盘空隙太大，最重要的是内存太太小了
0,当初怀着很激动的心情买下了这本厚厚的书，后来学完了才发现，其实笨书并没有想象中那么完美……不是很详细，有些地方还有错误……也许在所难免吧……不过，这个世界上没有绝对完美的事物存在。一旦你发现什么事情好像很完美了，其实它就哪哪都是漏洞。我买此书是为了自学。现在也觉得收获挺大。并不后悔当初的选择。对于学习者来说，真正的乐趣在于学习本身。仅此而已。
1,书本太小，不方便小孩翻阅。有些页面，字太多，而且字体很小。可能适合上学的小学生看吧！我不太喜欢。
1,以前在书店看过，是和A4纸差不多大的，结果拿到，只有一半大，根本没有那种感觉。宝宝都不喜欢。
1,这样的男人，温柔的过了头，找不到一丝男人的气概。只会说：这是好的。。。这也是好的。。。无法欣赏这样的文笔优美在何处。爱情也是奇怪，张爱玲爱上了这样的一个人，隐隐地，大概是一辈子的影子。
1,14寸宽屏确实感觉小了点，可视面积太小。漆面有1、2个突起的小疙瘩。风扇声音还算可以忍受。vista用起来不是很习惯，拿回来必须重装 C 盘分了200G
0,房间很好，位置离地铁站很近。服务也很好。价钱公道。 大厅经理，副理 都很好。
1,"读一本好的书可以看到作者的灵魂,而于丹的书里没有,泛泛而谈,不值得看,更不值得买."
1,没货的话是否应该通知一下?起码也通过网络发一消息呀.
0,这本书我连续看了5遍。每一次都是看完结尾马上又从头看起。书的内容大概快背下来了，可是心情却还和第一次看时一样伤感，也有些感动。可能是世上的真爱越来越少了，才会越来越喜欢在书中获取安慰，也可能是麻痹。突然觉得皇如月其实有些可怜。尽管最后她得到了真爱，可是却经过了上千年的等待。这样的痛苦大概没有人会承受得住。时常会陷在自己的幻想中，如果我是她，我会怎么样？会怎么样呢？
0,您好，什么时候才能在当当网上看见在建筑公司当会计，我把三本书都看完了。感觉还想立即买到下一本抱着看。您写的太好了，让人有兴趣学会计。心里想着怎么干好会计。好像自己就在当会计，对于准备进入这一行和在这行干出纳的朋友们来说，买一本看看真是好。
1,外盒太软，一掉地上就变形，按键反应太慢，很不爽
0,突然想起很多年前，那时候还在读小学来着，记得有次参加作文比赛，然后题目就是《父与子》里的组图。很经典的看图说话啊~那天看到这本书，就突然就想起这段陈年旧事了，童年比起现在的生活美好多了哈~~~有种很温馨的感觉，这大概就叫“亲情的力量”了吧……果然，越是平凡的，反而越打动人心呢，不是吗？
0,很多人一直强调研究红楼，我其实真的有点搞不懂为什么一定要研究到底不可。就像刘心武说秦可卿是太子之女，我就觉得特别的搞怪，他把最根本的东西都弄错了。金陵十二钗，当然是祖籍金陵的女子，嫁到哪里倒是没所谓，要不探春就该叫番国的钗了，哈哈。既然是金陵人，如果真的是太子之女，那应该是皇城十二钗里的，而不是金陵的了，真是亏他说那么洋洋洒洒一大篇。
1,sd插槽没有挡板，内存太小，其他的目前还没发现（刚4天），又降了100元买贵了
0,包装完好，安装上后使用方便，随时有热水用，热水瓶退休了，有一点可以改进下，墙上放莲蓬头的卡座把莲蓬头固定高了，水打开放得远了点，美的售后服务不错，打电话就来了，先来看位置差些什么材料，材料收了150，热水器不错，方便了生活
1,"装XP比较麻烦。DOS如果选择法文，键盘会有问题，输入不正确。测试的内存频率是DDR2 667，不是800,不知道是不是软件的原因"
1,书是挺好看的，可惜书里有几页是白纸，中间的情节还需要猜一下。
1,不知道是不是假货?我正准备举报呢?
0,Thinkpad散热当然不用说了，那就是个好字。性能也不错，Vista系统还是感觉不好用，打算换成XP。
0,看完之后兴奋了很久...因为我也处于那种阶段...值得学习...很值...而他们的那些精神和想法还有那些经典的语句...让人深思...里面好几个地方我看着看者就哭了...钱小样...我太佩服她了...她能承受那么多...还是不屈不挠...愈挫愈勇(用了里面对小样的形容)还有那蚂蚁论...也让我思考了很久...才发现我其实也是一只小蚂蚁...建议广大正在实现梦想青春年少的朋友们购买...
1,她是不可多得的成功的传媒人士为什么一定要写15字？对这本书来讲，没什么可写的哇？？
0,这家酒店基本上是我的常住酒店，干净离我要办事（中环）的地方很近，如果是早上我通常走半山自动扶梯下去，大概20分钟。如果不想走路，他们也有专车接送，不过时间不一定能match自己的schedule。打车从中环上来，也就是20~25港币。省点钱的话，到怡和大厦坐12路车也可以到门口。服务员很sweet，特别是一个叫Angel的女孩，很耐心。只有一次我要求的是双标房，实在震撼，放下行李，基本上我一家三口就不能走动了。比我小时候的房间还小，于是我马上要求换房，当然upgrade是要加钱的。海景套房是不错的，位于半山，夜景一流。他们还有专车接送去赤柱，海洋公园和山顶缆车站。我们省了一笔路费和时间。他们还有自己的小餐厅，东西还挺好吃分量也足，午饭有任食的soup和甜品。下午茶就更便宜了。在中环的地头，这个价钱也只有这家了。我们从山顶下来后是走回家的，也就是半小时左右，经过兰桂芳。沿着自动扶梯，有很多小食店，吃东西还行，有几家开得很晚，半夜了有很多客人。还有一家叫莲香楼的很老很老字号。
1,看这本书的介绍本来是挺好的，于是就给孩子买了一套，本来希望孩子看过之后能够变得想像力及勇敢程度能够再增加些，可是给孩子讲了《我能打败怪兽》之后，孩子从勇敢变得胆小了，晚上也不敢自己在屋里了，必须得有爸爸或者妈妈陪着才敢在屋里，我把书从卧室拿到别的屋，骗他说扔了之后才不那么胆小了。
0,昨天收到的，安装xp系统也很顺利，软件测试也很满意，物有所值，除了无线网卡和显卡的驱动是自己下载的，其他驱动盘上都有，网卡：NE771，随便google一搜索就有，显卡的下载地址是：http://www.drvsky.com/nvidia/NVIDIA_GeForce_9650M_GT.htm
0,性价比较高，硬件设施比过去更加改善。满意！
0,代替胖狗狗新一群的日记留言~日记购买2本书~也是很喜欢呢~嘻嘻`
0,1.纯黑键盘，棕色外面板，银色边框，耐看，做工也不错！~ 2.奔双4200，速度快，显卡也还可以，能应付主流游戏，LED的屏幕相当不错，显示效果好，亮度高，16：9的新宽屏幕还有点不习惯，要几天适应！ 3.发货速度很快，我是24号下午付款的，收款确认后不到2个小时就发货完毕，效率高，这一点值得表扬！ 4，客服很耐心，银行转账速度太慢，我很着急，他耐心的给我解释！直到收款确认，谢谢那位同志。
0,待机时间好，外形个人喜欢
0,各方面都挺满意的，下次有需要还会来
1,送的电脑，标签那里很旧的样子，可能是放的时间有点久了，不然不会这样的。其他还不错
1,"质量太差,不到一年两块电板都不行了,一接电话就自动关机.当时还在保质期,那儿的工作人员也检查不出什么来,现在过了保质期,坏得更历害,只能当手表用了.而且按键也不灵了,外壳也掉漆.我的天,一年半都还有,我只好换手机了."
1,不到一年就坏了.
1,蒙牛曝三聚腈胺，换成伊利; 伊利曝致癌，换回蒙牛; 蒙牛又篡改临近过期产品的生产日期，又换回伊利……看来得去香港给自己买奶粉了…
0,优点有：待机时间长、键盘手感不错、无线网卡是802.N速度快、有蓝牙、CPU是N280的，整体感觉不错。
0,多喝点蒙牛，啥事都不怕了
0,喜来登的总体还是不错的，比较这个酒店时间久了，比较老。早餐还是不错。不过，在东北这个还算可以的。
1,真的不好..........................................................................................
1,"我1月7日下的定单,昨天收到的货,却发现没有这本?31岁小美女的养顏经?.也没有说是缺货,不知怎么回事?"
1,"和平时生活联系很小,都是些广告语的错误指摘,平时用不上!"
1,我共买了7本，大多书的纸质很差，很轻，像盗版，希望管理员能标明纸的质量，如果下次再发现这个问题退货。。
1,洒店总体规模较小。入住时，房内卫生没做！解释服务员少，来不及，我是晚七点入住的！入住后没注意，到晚十点多才发现没网络，与总台联系不能解决，态度不好，还要客人事先声明要有网络的房间！不给调房。与携程联系后给调了一间有网络的。房间较小，卫生间下水道装修有问题，有回味！补充点评 2007年12月14日 ： 网带特慢，一晚上打开不几个网页，网络形同虚设，办不了事。
1,太常识性的东西了稍微有些英文基础的人都不会犯这些错误建议没什么英文基础的人拿去当笑话读读还可以
0,满意，客服大帅服务很好，咨询很多都给我解答，不嫌我墨迹，赞，还有售后小哥服务也好，就是售后安装好贵，120，坑吖，早知道随便找个人安装了，
1,所以不要买蒙牛
1,"这次在当当一共购了10本书,其中我的《父母是孩子最好的医生》与《老年人不生病的智慧》还有两本《求医不如求己》书本的切面切口不整齐,起毛的.书本里边很多字又印得不清晰!!本想着这些书挺有阅读价值的,就买正品来收藏,可是,没想到当当居然卖伪货,比淘宝的高伪品质量还更要差,而且价钱却是人家的两三倍.上次别的同事在淘宝买的也是《不生病的智慧》,也没有发生上以上说的质量问题!虽说是免邮,成本高了,可是也不能进伪质的货来卖,然后把利润增加的呀!真是让人生气!奉劝各位消费者在买之前要考虑清楚啊!"
0,外观部分；超薄机身设计美观。屏幕部分；ASV屏幕显示效果相当出众。待机时间部分：在飞行模式下试用其他功能的过程中，电池的表现较为不错，对于MP3的连续播放能够维持8个小时以上，待机方面可谓理想。
1,希望有良心的企业能更好发展，像什么蒙牛伊利之流的败类快点彻底倒闭算了！最好永不得超生~
0,"东西总体不错.是320g硬盘.带摄像头,罗技带工鼠标,HDMI接口 比较安静"
0,"我是法语初学者,学了78个课时的初级班.因为我是老年人,法语又难,我只有再从头自学巩固一遍,然后准备报中级班.我们学的教材是孙辉老师的.买本练习答案对自学和检查做习题的正确性是非常必要的.而且孙辉老师的教材在网上还有视频,对我们学习法语有很大的帮助.孙辉老师的教材编写得很好,我向学法语的朋友推荐.我想学好了上下册,再结合(走遍法国)的阅读和学习,会达到我们预期的愿望.这仅只是个人看法,"
0,这套教材，延续了新概念英语图文并茂的特点，为适应儿童的阅读特点，书中的插图都是彩色的，活泼、可爱（尽管插图画的很粗糙）。内容也选择了生活中常用的场景对话，很实用，很亲切。最让我觉得满意的是，书里配备了mp3 和dvd光盘，适合现代媒体的潮流，不象有的教材至今仍然只配备录音磁带（到哪里去找录音机啊？）。假期就要来了，我打算带儿子一起来好好学学呢！
0,补充：我知道怎么放碟了。让它自动播放，最多只能放存在里面的最后一个视频文件。直接去“我的电脑”里，打开光盘里放视频所在的文件夹“MPEGAV”，然后就能看见所有的视频文件，并且播放了。我的第二张碟在一个电脑里能用，在另一个电脑里怎么也不能用。好在，视频文件可以直接拷到电脑上看。
0,许是我对儿子讲故事讲的太多，养成了他自己不太爱阅读的习惯，所以，近来我在慢慢培养他自己看书不依赖大人的习惯；每晚临睡前由过去总是我将给他听，变成了现在互相讲一个，而这一个，儿子总是选择这一本书 《故事百宝箱》。故事内容简单（却是经典），生僻字少（字不算少），又有很多很大图画（绘本，不繁乱），对于才学阅读的孩子来讲，还有什么更好的选择呢？儿子的喜欢就是家长的喜欢。
1,"於10/26 入住 3 天豪华大床房间的空间比较少， 配合建筑格式而放低的床铺，房間內沒有椅子,要操作筆電,坐在地上,會腰酸背痛,不過網速很快 ！早上要求換房間,服務生說客滿,無法換...晚上換一個服務生告訴他,早上服務生答應过,竟然有 3 間房可以換 !?!由於坐晚上的飛機, 要求延至下午 2:00 退房, 服務生馬上回答不可以, 因為客滿 ? (10/30)這是我住过上百家酒店, 第一次被拒絕 ..基本上服務生太差勁, 完全不為客人想 !!位置离西街很近，逛街购物找食物吃.方便！"
1,"本人正是受当当网各位评论的误导,以为这是本不买不看就会留有遗憾的好书,发现后便赶紧买下。看过若干页后,真是大呼上当.这哪里象是一本讲述历史的书籍，通篇调侃的风格以及所使用的网络语言、大白话，甚至许多句子多含语病，真是误人不浅。"
1,有点儿重，，屏幕有些偏色，没有光驱自装XP有点儿难度，主要是用USB外置光驱启动不行，发现是需要按一个F键才行，现在也不知道是哪个。指纹讨厌，建议出磨砂的。键盘需要适应，比我IBMT30的手感差远了。
1,"这套书收到时没有折开看就付了钱,后来折开一看这套书不成套,一本少了一本多了,于是及进办理了退货,由于不能办理换货,我又订了新的书,可是星期一新书都到了,今天都星期四了退书却还没到,退书和订书可是同一天处理的,实在不能理解!"
0,东西很好，很安全，服务也很好
1,首先这个书感觉从印刷和排版上都让我不怎么喜欢，内容的语言也有些浮夸，总之不怎么好
0,买家的服务超棒，产品也不错
1,没有想象的好，至少我儿子不太喜欢
1,"不是键盘左边热,是整机左边都有点热,usb口少了点,设计也不是很合理,usb口都在左边,相信大多数人都是右手用鼠标,鼠标线还要转一圈到右边"
0,蒙牛家換包裝了，挺好看，還是那個味，一盒牛奶就給自己打發了~
1,于丹每天讲如何如何学习孔子、庄子，如何有心得（中学作文：读后感）。很多东西非常牵强，让人不可理解。于丹开口闭口讲不为功不为利，可为什么招摇过市，搞了那么多炒作活动！说到底，为了什么呢---名利。天下熙熙，皆为利来；天下攘攘，皆为利往。于丹真是活学活用的楷模！
1,428的房间连窗户都没有，房间隔音效果太差，晚上老听见隔壁的说话声和隔壁洗手间的冲水声。下次不会再住了.
1,每个小鸡的动作和神态都不一样，很可爱，喜欢画画的儿子非常喜欢书的插图。文字很幽默，我们一家三口同看，笑得合不拢嘴
0,因为喜欢张爱玲，并且拥有两套张爱玲的全集，新出的书怎么能不买？？而且当当还这么实惠，爱到这里好像给这本书和当当做广告。不过你要不熟悉张爱玲或者不喜欢他的文字。我劝你还是不要买了，因为这本书沿袭张的风范，有点晦涩难懂，需要你用心自仔细阅读。不喜欢张的人一定读不下去。值得表扬的是出版商的封面设计的真不错，我个人非常喜欢。装帧也很考究。总之觉得超值~！
1,预装vista运行有些慢，预装的软件太多，用段时间不行还是改XP。散热一般。
1,此书家喻户晓。我要慢慢研读。呵呵。一个字：棒！
0,科普儿童立体手工—《恐龙家族》一书，很适合小朋友在课余时间作为挑战自己细心和耐性的好助手！小朋友可以在裁剪的过程中，锻炼到脑的操控能力，在粘贴的过程，训练自己的坚持性，当恐龙立体展现时，除了知道了有关它们的知识和名字外，最主要是收获了一份自信和成就感！自信是小朋友迈开成功的第一步！是自我肯定的内动力！
1,屏幕上一点点小瑕疵，可以忽略； 包 杀毒软件都没有，也许是特价的缘故
1,本人才疏学浅，实在是没有耐心看完全书！张爱玲是才女，可惜我不是，决定以后不买她的书了，因为对我来说太深奥！
0,“主管会计必读”这本书独具匠心，一改革以往这类版本书的编排风格，从内容上编排上更加贴近实际工作。是一本难得一见的好书。是我们会计人员身边不可缺少的工具书，也是我们会计人员的良师益友。作为会计人员手边有一本这样的书，就等于免费请了一位好老师。对提升工作效率增强自身竞争力有百利无一害。一个好的“主管会计”可以增强企业的竞争能力（人才的竞争），化风险为效益。和乐而不为呢？
1,觉得相当没意思的一本书。不伦不类的。看的时候很纠结，看完以后一点儿印象也没有。语言无趣，人物更无趣。很后悔买了它。
0,房间比较干净舒适！松江商务型酒店比较少！这家酒店还可以！
0,《四季时钟》真不错，插画非常精美，语言清新流畅，口吻活泼有趣。翻译质量很棒，用词精确生动。作为科普书籍，用词的简练和准确非常重要。小孩一拿到就非常专注地看起来了。我也跟着看了半天不舍得放～～～我最近发现那些童书好像买回来自己都一样爱看。所以，我现在真是不太关注所谓的年龄分段了。只要绘图是我喜欢的风格，故事是够让人愉悦的诉说方式，不管语言深浅，照单全收
0,五一到广州总部自提了，机子很不错，尤其喜欢键盘和音响。速度还好，屏幕挺舒服的，有一个亮点，不过还好。开机挺久了，基本没发热，风扇声音很小。确定是GM45的芯片组。自提服务员态度不错，挺耐心的。
0,我在宝宝两个多月时看到这本书，几乎一口气看完。当时我的奶不是很多，宝宝总要吃，家里人都说我奶不够，于是加了不少奶粉。看了这本书我才知道奶是越吸越多，于是下定决心减奶粉，用了不到一个月，把一天四顿奶粉都减了，成为纯母乳喂养！而且以前我准备就喂四个月的，看了小巫的书我准备至少喂到一岁，现在宝宝七个月了，我还坚持带宝宝睡觉，坚持母乳喂养！真要感谢小巫！这次买书是准备送几个怀孕的朋友！
1,书非常好，是广州库房特别慢，一个件配货配6天。
1,只有口号，没有深度。杂乱无章，正是浪费我们的时间。不过可能针对的读者对象不一样。建议看国学，还是要看南怀瑾的。深度、广度、融会贯通、严谨谦逊的态度，在现在这些所谓做学问的人当中，已经很难找到像南怀瑾这样的人了。
1,遐想了..我考 很久不喝蒙牛了…………
1,改装xp系统后，蓝牙使用有些问题。不过我接了个外接设备来用。基本不影响使用
1,1.收到彩信后经常会打不开，死机，一直会读不了；2.防火墙2星期后就不能用了，只能通过电话簿确认“陌生人”。3.没有数据线，商家说厂家不提供——就算你想买也没有？！4.其它手机上用的GIF图，下载后也打不开。
1,"键盘稍微的不是太人性化,货到手时感觉logo有划痕,本来还打算换呢,后来发现把表面的贴膜去掉是完好的,没划痕 ,稍稍有点重 2.4KG,如果上下班开车或者偶尔背着上下班的就无所谓了,自我感觉能接受."
1,十分想不明白，为什么显卡是DDR2显存。 还有，屏幕的边有点太宽了。 再有，就是太重了。。。。 要是流苏版有相同的配置，还是建议考虑一下流苏版的。应该比这款轻不少。
1,我只想说，这本书是一个无耻之人的无耻自白。胡兰成这种人那时候有，现在也有。 贪婪混浊，自私无耻，还倍拿自个儿当根葱。
1,"1.外屏易沾染指纹和污渍； 2.铃声音量不够大； 3.只有1.5M动态内存,存储量实在太小； 4.响应速度偏慢； 5.不支持红外与蓝牙； "
0,4399元的时候抢购的。配置高价格低。很划算。机身整体外观比较稳重，做工还是很结实的。配置也算比较高。能够应付现在主要的一些应用。而且毕竟是thinkpad。散热之类的做的还行。键盘手感也还行。比起T系列来是厚重了一些，不过价格摆在那。。。
0,屏幕不错，只找到一个坏点。用新萝卜家园的XP盘装的系统。用起来不错。屏幕还够大，键盘也行。配了一根2G的内存加上原来的有3G了。速度还行。没有卡的感觉。
1,标题有吸引力，内容浅薄无聊，对学英语帮助不打。
0,"刚去的时候有点难找,不过服务真是很不错哦~~而且金碧辉煌的~~!房间虽然不大不过我一个人住肯定够,很舒适而且窗外是海景和轮船呢~~嘿嘿..酒店就在海鲜街上,走不远还有皇后大道~交通呢..其实在香港交通都会很方便拉~酒店门口就有有轨电车~可以到地铁站也可以直接到中环旺角什么的..出门不远有个锅贴大王东西又好吃又便宜~~推荐！下次有机会还会考虑住这儿.!补充点评 2008年7月24日 ： 有空调!可以自己调温度！"
1,虽然买书之前，已经想到了会很丑，没想到收到书后，大卫的形象还是狠狠地冲击了我的接受能力，实在是太丑了点，而且，图像很像涂鸦，如果不是买书之前看了文字说明，好多图像都理解不了是什么意思。我是不喜欢的，不知道两岁半的儿子能接受不。小家伙很有自己的审美观点，三字经背起来一套套的，晚上看看他的意见，他喜欢才是最重要的。如果他喜欢，明天一定上来重新发表评论。
0,"因为急切所以在网上多处搜索了最后的终结篇结局,其实结局已经了然,不过因为读他的过程比较特别,所以,当读第一本时就决定了,四本自己必须都要拥有,而且这套的确很值,我的同事们几乎每人都是轮流读了一遍,最后这本到手时,我都没能读完就借同事读了.看了中间的一部分,还是以往的那种感动,字里行间的细细的情感,虽然不是前几部那样轰烈,可是,依然我爱.也想亲眼读完这个美丽而悲伤的故事的结局.所以."
1,：屏幕色彩有点淡 不鲜艳 是否能调 会的朋友 麻烦告诉我一声 杜比音响一般 一点低音没有 有低音炮就好了
0,马尔哈巴的奶茶用蒙牛纯牛奶，保证奶茶的品质
1,酒店分新楼和旧楼，我订的标准间在旧楼上，不得不说的是房间的设施实在太旧了，地毯已经看不出颜色了，因为住的时间短，所以就没有再换，还好床上用品比较干净。还有前台有一个服务员似乎不会笑，仿佛你来住店给她添了巨大的麻烦一样，我住了2天，每次经过前台都不自觉地看看她，从未见她笑过。真晕！
0,像素还不错！
1,这类书的通病，字数不多，页数不少，卖钱呗！书里并没有什么新鲜的理论，例子也显得苍白。可能我已经过了看浅显易懂的励志书的年龄了吧，翻了翻就想送人了，没兴趣留在自己的书柜里。
1,电源居然是两相的，看着没有安全感，键盘设计很老式，不好看，装XP系统不能用ghost的，还要自己下驱动。
0,蒙牛的香蕉奶超好喝的，浓浓的奶味儿香香又滑滑
1,1、出现重复自动开关机2、没有数据线3、主屏并非资料所说的6.5万TFT4、拔出电话（对方已接通）的通话时间始终为00：00：005、回复短信时需将原短信内容删除才行6、相机颜色偏红7、下载的GIF动画设置成背景后是静止的8、太阳光下看不清显示内容9、通话时声音较小10、不能通过号码组中的名单拔号11、无GPRS 计数器12、录音不能设为来电铃声13、相机效果差14、内存小只有2.5M左右15、主屏不显示星期几，要在日历中才能看见16、各号码组的来电铃声设置为我的铃声中的不同铃声时，再返回就变成各号码组使用的都是我的铃声中的同一首。
0,原装正货，提货时，封贴什么都还没开的。因为第一次在京东购物，上门提货，看到货后，总算不担心品质问题。绝对是正品行货。这次交易，特搞笑，25号晚上下单，26号上午再上来看下，既然发现有新促销返现100元，还好我是上门提货的，马上取消25号的单，重新又下了个单，省了100元。嘿嘿。
0,"这个口感不错，为啥子你总能发现好喝滴哇，我已经追随你喜欢好多饮料啦，脉动，红牛，蒙牛优益C,旺仔牛奶，还有我们都喜欢的最原始的津威@小苗苗Yimo"
0,性价比。。。非常的高，这个价位，的确可以说是美国的神舟。。 系统的确难装，相对于不太懂的人，不过基本上最近出的系统碟都可以直接装。
0,货收到挺快，师傅给安装完了，，挺好的，客服服务也很好，第二天就给上家安装了，，热水器当天晚上就用了挺好的，，我就花了二十块钱，，水管什么的都是用原先的，下次还要来光顾，，就是赠品到的太慢了还没收到。
0,房间挺小，不过香港的酒店几乎都是如此。前台服务很好，酒店地点也很好。周围是居民区，很安静。
1,1. 令我最大的遗憾是 ，热水竟然不热。还好是夏天没感冒。2. 电视上面一个机顶盒子是坏的 我也懒得修了3. 四星级酒店竟然没有西式早餐。完全都是猪油的菜，我只能吃伴黄瓜和油条。而且中餐实在是太难吃了。4. 服务还是可以的。5. 酒店内部设施实在是不配4星级称号，太旧太烂了。6. 网速并不象其他人说的那么快， 可能截流了，也就一般的速度
1,事实上只能算一个好一点的招待所，只是大堂装修得好一点而已
1,屏幕小点 14.1的平看起来  不是很舒服不过要是太大 拿着不方便 特别是出差  背着回家 3.5小时的火车 然后倒车回到家 感觉有点重 可能长时间不锻炼的原因，去惠普官网没找到怎么注册升级为两年质保
1,包装太差，送过来的书角是破的，还有泥，装订也不整齐，郁闷
1,"系统要自己装，没有时间自己弄，在外面花了30块钱装了一个xp,毕竟不太熟悉vista的使用。"
0,"朋友推荐的宾馆,位置方便,价格合理,高楼的房间面积很宽敞,前台登记和退房时间很快,服务感觉不错!值得向各位推荐。酒店斜对面就是汽车总站,还有大型超市,很方便的。"
1,顺风快递不签收不让验货！还好客服说那就拒绝签单，还好最后让验货了，自己安装的，没有让美的公司安装。用了段时间才评价，还不错
0,显卡，CPU对于主流游戏来说已经够用了；电脑整体做工也还算优良，散热挺好的。
1,"文章有点深,自我感觉书写的不如预期那么好"
0,外形时尚，功能齐全
1,订购的时候没货也不说声...也不直接显示...不人性.
1,C6568的最大缺点是没闹钟功能，还要用手表，真是太过于落伍了！！GPRS的速度也不够快！做为一千多的手机，还不如我买的小灵通了.
1,办理入住手续时花了30分钟以上，且服务态度不佳，地理位置也不是太好，不推荐！
1,现在还买蒙牛，证明这家长对孩子极端不负责任。。。 那就曝一下已经放弃蒙牛的任何产品了!
1,不配备驱动，要安装还要去官网下载，新官网驱动不全，还要去老官网下载
0,造型很漂亮
0,东西不错，不过有人不太喜欢镜面的，我个人比较喜欢，总之还算满意。
0,在当当基本上就是买书毕竟当当的价格比较便宜，书的质量不错，而且活动一直也比较多，经常有券，因此买书基本上选择当当网了。现在免运费的活动也挺好，只是对于买的比较多的情况下，没有更大的优惠而感觉有点不足。另外就是如果遇到点问题，解决的速度稍微慢点，要有一定的耐心，这点不是很好，要是能改进一下就更完美了.希望电话联系及时一些。
1,发货奇慢无比，我3。1下的订单，4号发货，现在过了有40天了，还没收到书，下次不在这里卖书了。上回买的《炒股就那么几招》也是过了很久才收到书。
0,便宜的价格，在这个价位来说，配置应该说是最好的了！刚开始用，没发现什么缺点
1,当初想买也是看了许多的好评后才下的单没想到完全没有别人说的那样好.尤其是打败怪兽那一本.画得好恶心!孩子看的时侯就吓哭了!到了晚上更是不敢睡觉!买了书还带来了新的烦恼!比起<青蛙弗洛格>><<蹦蹦跳跳>><<小熊毛毛>>这个卡梅拉要逊色好多!这本书不太适合六岁前的孩子看.
0,"说实在的,作者出的那四本书都不错,这一个九项关键技术我基本已经看完了,正进行复买阶段,书中的内容通俗易懂,且实用性很强,价钱也很合理,其他的三本书我也都有购买,也都有很用心的看,在这里我想说一声:?赵老师,您辛苦了,书真的很棒!篇篇都是很精彩!~~?另外我还想说,我期待您的下一个作品,希望您可以出一本函数书,到时记得通知我,我一定会购买,也一定会用心去看,再说一声:?您辛苦了,期待您的下一力作!~~?"
0,"不错呀,房间够大,因为带了孩子,定的是TWIN BED房,说了不要3,5楼,去的时候其他楼层的没房间了,前台主动安排大床房,免费加了一张床,态度满好的."
